services,date,time,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method
auto,2024-07-30,08:32:33.799350,completed,Yelahanka New Town Harbor,Attibele Cutting,26.0,RD2868222764219940,5.66,227.67,7.45,235.12,Amazon Pay
cab economy,2024-07-23,01:11:45.799350,completed,Electronic City 3rd Block,Koramangala Quay,12.0,RD0154129398186795,6.89,,,,
auto,2024-07-24,09:14:24.799350,completed,Agrahara Layout Commons,Domlur Esplanade,57.0,RD9586383762706121,14.94,511.86,7.1,518.96,Paytm
parcel,2024-07-27,01:33:25.799350,cancelled,ITI Layout 6th Block,Thanisandra Cutting,32.0,RD6577333384420210,12.74,,,,
parcel,2024-06-30,00:03:09.799350,cancelled,Koramangala 6th Block Circle,Dooravani Nagar Run,32.0,RD0463242019163755,10.3,,,,
auto,2024-06-20,14:05:12.799350,completed,Hebbal Heights,Bommanahalli 4th Block,29.0,RD8081338748646706,9.39,164.14,21.79,185.93,GPay
auto,2024-07-03,09:45 PM,completed,Harohalli Lane,Mahalakshmi Layout Crescent,18.0,RD3257989423891181,5.48,121.37,1.52,122.89,GPay
auto,2024-07-31,06:39:23.799350,completed,Subbanna Palya Sector,Bikasipura Promenade,14.0,RD5509634877944334,5.04,107.24,9.16,116.4,GPay
auto,2024-07-27,18:14:41.799350,cancelled,Srirampura 1st Block,Nagawara Yard,18.0,RD2019959755030740,6.39,,,,
bike,2024-08-02,11:58:56.799350,completed,Jakkasandra Village,Chikkabellandur Place,45.0,RD1566244689967850,13.88,134.14,13.05,147.19,GPay
bike,2024-07-05,18:06:13.799350,completed,Munnekollal Cross,Banaswadi Road,7.0,RD0745041230577836,2.45,42.13,9.6,51.73,QR scan
cab economy,2024-08-06,09:06:09.799350,completed,Rajajinagar Grove,Nagwara Summit,46.0,RD7466125759652402,10.91,355.99,5.32,361.31,Paytm
parcel,2024-06-27,05:58:11.799350,cancelled,Sanjay Nagar Promenade,Kothnur Summit,7.0,RD0043087897327504,2.54,,,,
bike lite,2024-08-09,05:59:39.799350,completed,Agrahara Layout 6th Block,Sanjay Nagar Place,11.0,RD6955059618512455,5.03,46.12,9.48,55.6,GPay
bike,2024-07-27,12:23:05.799350,completed,Hennur Yard,Amruthahalli Township,17.0,RD9491619683174818,4.18,58.05,4.81,62.86,Amazon Pay
bike,2024-06-30,10:20:24.799350,completed,Gottigere Side,Bellandur Alley,17.0,RD8132120275466208,2.56,66.44,1.33,67.77,QR scan
bike,2024-07-07,12:26:58.799350,completed,Balagere 2nd Stage,Hosur View,27.0,RD0240805064987080,5.35,66.22,19.7,85.92,QR scan
bike lite,2024-07-18,22:06:37.799350,completed,Shivaji Nagar Arc,Nagarbhavi Nagar,9.0,RD4737086096541011,4.89,35.5,18.69,54.19,Paytm
parcel,2024-08-16,20:04:16.799350,cancelled,Marathahalli Meadows,Balagere Harbor,21.0,RD4032254767424635,6.17,,,,
bike,2024-08-10,13:24:12.799350,cancelled,Anjanapura Viewpoint,Lingarajapuram Layout,20.0,RD6381297607071172,6.48,,,,
bike lite,2024-07-02,13:09:03.799350,cancelled,Varthur Bay,Kothanur Enclave,14.0,RD7434593717870352,6.55,,,,
auto,2024-06-18,10:56:51.799350,completed,HSR Layout 6th Block,Mahadevapura Mews,31.0,RD5038499142846140,7.49,177.98,3.04,181.02,Paytm
bike,2024-07-08,00:52:34.799350,completed,Banaswadi Run,Vijayanagar Station,48.0,RD2391504943549711,22.41,,,,
parcel,2024-07-27,22:11:44.799350,completed,Kaval Byrasandra Square,Varthur Run,13.0,RD2469986031497302,2.82,46.43,6.34,52.77,Paytm
bike,2024-06-19,04:18:41.799350,completed,Billekahalli Pass,Nagarbhavi Court,5.0,RD0983663824724339,2.34,47.34,7.44,54.78,GPay
auto,2024-08-01,12:06:24.799350,completed,Basavanagudi Drive,Sanjay Nagar Cove,23.0,RD4785650025364836,4.8,113.09,33.18,146.27,Paytm
bike,2024-07-14,12:22 PM,completed,Kaval Byrasandra Quarters,Kadugodi Grove,36.0,RD9735187565089727,11.34,112.96,3.36,116.32,Paytm
cab economy,2024-08-08,23:35:39.799350,completed,Tavarekere Arc,HRBR Layout Fork,23.0,RD7100458146381086,10.09,335.76,0.94,336.7,QR scan
bike,2024-07-16,00:24:34.799350,completed,Chikka Banaswadi Loop,Horamavu Banaswadi Nagar,8.0,RD6911530764616160,3.36,50.64,3.41,54.05,Paytm
bike,2024-07-26,23:37:38.799350,completed,Kalyan Nagar Yard,Horamavu Banaswadi 4th Stage,17.0,RD2874763265072671,3.03,54.45,12.21,66.66,GPay
bike,2024-06-19,19:50:53.799350,completed,Shivaji Nagar 6th Block,Dommasandra 5th Stage,13.0,RD1937282493645433,3.8,66.65,6.86,73.51,QR scan
cab economy,2024-08-01,10:33:14.799350,completed,KR Puram Close,Nandini Layout Square,23.0,RD5454096438992880,6.1,210.36,1.3,211.66,Amazon Pay
bike,2024-07-07,16:22:32.799350,completed,Doddakannelli Heights,Madivala Track,37.0,RD9656538286219737,17.93,136.61,23.6,160.21,Paytm
parcel,2024-07-14,08:38:15.799350,completed,Koramangala ,RMV 2nd Stage Court,12.0,RD8999297440641649,2.87,56.51,1.3,57.81,QR scan
AUTO,2024-08-10,20:18:02.799350,completed,Jayanagar Landing,Koramangala 4th Block 2nd Stage,9.0,RD8745092996775470,2.84,73.86,1.65,75.51,Paytm
BIKE,2024-07-11,10:16:47.799350,completed,Doddakannelli Sector,Doddanekundi 3rd Block,6.0,RD3854925571732773,1.14,,,,
bike,2024-07-27,03:58:33.799350,completed,Kothanur Viewpoint,Dommasandra Colony,24.0,RD6043535807889847,6.15,105.62,0.08,105.7,Paytm
bike,2024-08-04,10:58:08.799350,completed,Koramangala 6th Block Farms,Hebbal Drive,46.0,RD9666852380036183,9.86,165.34,4.22,169.56,Paytm
parcel,2024-07-18,12:31:43.799350,completed,Jakkur Passage,Billekahalli Depot,13.0,RD1008155846906398,2.73,49.99,28.73,78.72,Amazon Pay
bike lite,2024-07-04,16:41:59.799350,completed,Basaveshwaranagar Square,Kaggalipura 3rd Stage,30.0,RD2710604737842611,8.1,65.2,0.57,65.77,Amazon Pay
auto,2024-07-14,16:00:37.799350,completed,Gottigere Mews,Nayandahalli District,27.0,RD5143294906146723,8.56,159.01,4.9,163.91,Amazon Pay
bike,2024-06-27,13:32:11.799350,cancelled,Malleshwaram Alley,Devarachikkanahalli Commons,8.0,RD7420607551824180,2.28,,,,
parcel,2024-08-10,01:11:02.799350,completed,Pai Layout Area,Sarjapur 2nd Block,10.0,RD0063314187288261,3.45,62.59,1.32,63.91,
auto,2024-06-21,02:02:55.799350,completed,Hosur Road Station,Pai Layout Bay,13.0,RD5214123177073030,4.65,112.61,5.23,117.84,
cab economy,2024-07-05,06:54:04.799350,completed,RT Nagar Heights,JP Nagar Arcade,32.0,RD5757946605287318,9.29,266.03,1.88,267.91,Amazon Pay
AUTO,2024-08-01,20:04:55.799350,completed,Nelamangala Arc,BTM 2nd Stage 6th Stage,19.0,RD8876233264630367,4.07,107.28,4.71,111.99,GPay
cab economy,2024-08-11,17:53:24.799350,completed,Bikasipura Run,Horamavu Drive,57.0,RD7061273762167456,9.92,,,,
auto,2024-08-08,08:31:35.799350,completed,Hoodi 4th Stage,Nagwara Ridge,28.0,RD6835492753055738,4.56,175.67,14.43,190.1,QR scan
bike,2024-07-01,05:09:27.799350,cancelled,Basavanagudi Square,Chikkagubbi Plaza,14.0,RD8184109867199519,6.51,,,,
cab economy,2024-06-20,12:54:54.799350,completed,Basavanagudi Zone,Subbanna Palya Township,50.0,RD5286837218296459,16.36,345.94,0.35,346.29,GPay
auto,2024-07-06,21:12:16.799350,completed,Chikkajala Zone,Nandini Layout Loop,10.0,RD3899371608480658,3.95,84.37,3.74,88.11,QR scan
bike,2024-06-19,10:17:30.799350,cancelled,Indiranagar Extension,RT Nagar Trail,9.0,RD3363606860942094,2.7,,,,
bike,2024-07-19,07:56:40.799350,cancelled,Srirampura Harbor,Peenya Loop,51.0,RD6497550699371273,17.71,,,,
cab economy,2024-08-05,13:42:43.799350,completed,Sanjay Nagar 3rd Stage,Tavarekere Side,43.0,RD6942460761814390,19.48,432.05,5.3,437.35,QR scan
parcel,2024-07-18,21:47:58.799350,completed,Kumaraswamy Layout 2nd Block,Sanjay Nagar Landing,9.0,RD6340321540099913,2.94,49.43,5.51,54.94,Amazon Pay
auto,2024-08-09,15:23:19.799350,completed,Giri Nagar Court,Madivala Cross,26.0,RD6215724162431567,9.77,,,,
auto,2024-07-18,21:23:25.799350,completed,Banaswadi 5th Block,Banerghatta Road Track,22.0,RD5425635434449699,11.2,182.18,11.96,194.14,Paytm
auto,2024-06-30,21:50:55.799350,completed,Ramamurthy Nagar View,Kumaraswamy Layout Promenade,39.0,RD7426460397264047,9.7,213.32,22.51,235.83,QR scan
bike,2024-08-01,15:07:56.799350,completed,Dooravani Nagar Landing,BTM Layout Fork,7.0,RD8292200088339701,1.82,32.28,13.19,45.47,Amazon Pay
auto,2024-06-21,17:54:07.799350,completed,MG Road 4th Block,Kaggalipura View,27.0,RD9494077838011709,7.03,199.5,1.26,200.76,Paytm
auto,2024-07-16,14:36:14.799350,completed,Kundalahalli Quadrant,Chikkagubbi 3rd Block,8.0,RD2145740138657427,2.66,75.07,1.33,76.4,QR scan
bike,2024-08-02,19:50:10.799350,completed,Shivaji Nagar Alcove,Billekahalli Hills,41.0,RD9744906576498292,6.72,117.47,9.71,127.18,
bike lite,2024-08-08,08:08:04.799350,completed,Kothnur Enclave,Koramangala 8th Block Village,17.0,RD6105596410348403,2.17,59.88,10.16,70.04,QR scan
bike,2024-07-18,07:24:40.799350,cancelled,koramangala,Balagere 3rd Block,8.0,RD8065210097749060,3.31,,,,
parcel,2024-07-23,21:45:27.799350,completed,Benson Town Works,Ramnagar Side,14.0,RD6456414495554918,5.3,66.56,8.65,75.21,QR scan
cab economy,2024-07-27,17:27:16.799350,completed,Yelahanka New Town Colony,RMV 2nd Stage Arc,22.0,RD9841294942979411,4.24,,,,
bike,2024-07-04,19:39:13.799350,cancelled,Domlur Vista,Kundalahalli Grove,30.0,RD1469106324264531,4.06,,,,
auto,2024-07-19,01:49:36.799350,cancelled,Kothnur Plaza,Nelamangala Side,20.0,RD2082628765530759,8.46,,,,
auto,2024-06-26,19:58:31.799350,completed,RT Nagar Fields,Shivaji Nagar 2nd Block,122.0,RD4118270072673069,21.89,680.02,1.4,681.42,Amazon Pay
bike,2024-07-18,11:03 PM,completed,Indiranagar Fork,ITI Layout 3rd Block,6.0,RD9638812813433982,3.66,49.61,0.44,50.05,Amazon Pay
bike,2024-08-01,17:14:14.799350,completed,Anekal 6th Stage,Hennur Enclave,43.0,RD6690342996595681,9.75,122.34,4.02,126.36,GPay
bike lite,2024-08-05,15:43:55.799350,completed,Hebbal Kempapura Loop,Agara Viewpoint,18.0,RD7536957716929431,6.38,48.24,1.19,49.43,Paytm
bike,2024-07-11,16:46:46.799350,cancelled,koramangala,Devarachikkanahalli Plaza,18.0,RD4313441632909087,5.14,,,,
auto,2024-08-05,06:13:52.799350,completed,Thanisandra Square,Amruthahalli Layout,16.0,RD4376988042657505,5.36,123.82,7.09,130.91,Paytm
bike lite,2024-06-29,19:15:21.799350,completed,Giri Nagar Plaza,Vasanth Nagar Pier,8.0,RD7600775313555854,2.35,46.96,11.44,58.4,GPay
auto,2024-06-25,23:31:42.799350,completed,Naganathapura Extension,Kanaka Nagar 4th Stage,8.0,RD6863686914682370,2.14,94.41,8.93,103.34,Paytm
bike ,2024-08-11,00:36:00.799350,completed,Horamavu Agara Cove,VV Puram Harbor,10.0,RD4740389318015614,1.68,45.91,1.26,47.17,Amazon Pay
 bike lite,2024-06-20,10:38:44.799350,completed,Sanjay Nagar Pass,Mysore Road Grove,23.0,RD1091735032357993,3.4,53.06,4.65,57.71,GPay
bike lite,2024-08-07,08:56:05.799350,completed,Rajajinagar Lane,Amruthahalli Extension,23.0,RD3435800134492493,2.36,64.92,11.85,76.77,GPay
bike,2024-06-23,18:33:20.799350,completed,Munnekollal 5th Stage,Koramangala Place,21.0,RD7921147500617783,5.85,100.75,3.56,104.31,Paytm
parcel,2024-08-10,17:03:10.799350,completed,Ashok Nagar Court,Kasavanahalli Crescent,98.0,RD9708688364757338,18.01,288.99,8.08,297.07,GPay
bike,2024-08-06,00:09:04.799350,completed,Koramangala ,Malleshwaram Alcove,17.0,RD9074424891783559,5.46,72.31,11.05,83.36,QR scan
cab economy,2024-06-17,06:52:23.799350,completed,Ramamurthy Nagar Crescent,Kumaraswamy Layout Court,29.0,RD1134171878494557,11.75,267.13,6.31,273.44,GPay
bike,2024-07-30,19:48:18.799350,completed,Jalahalli Terrace,Dodda Banaswadi 5th Stage,32.0,RD3830008117843155,9.36,136.5,15.49,151.99,Paytm
parcel,2024-07-22,13:45:54.799350,completed,Chikkabellandur Layout,Seshadripuram Plaza,8.0,RD0168264755491691,2.84,43.69,0.73,44.42,QR scan
auto,2024-07-25,07:28:10.799350,completed,Banaswadi Esplanade,Kothanur Vista,23.0,RD4783397718391793,9.71,174.98,2.81,177.79,GPay
bike,2024-07-26,16:02:38.799350,cancelled,Bommasandra Hills,Avalahalli Square,11.0,RD3090653719400121,5.72,,,,
auto,2024-07-05,00:26:54.799350,completed,Koramangala 8th Block Summit,RT Nagar Passage,13.0,RD5622884690453597,1.91,86.27,0.48,86.75,Amazon Pay
bike,2024-07-16,03:39:25.799350,completed,Koramangala 7th Block Colony,Doddaballapur Area,7.0,RD3265504300877502,1.56,38.07,6.3,44.37,Amazon Pay
cab economy,2024-07-17,08:04:20.799350,completed,Arekere Harbor,Doddakannelli Court,61.0,RD1657928289697614,10.57,536.44,6.74,543.18,Paytm
auto,2024-08-10,23:38:19.799350,cancelled,RT Nagar Esplanade,RMV 2nd Stage Colony,10.0,RD0671720165440859,3.26,,,,
bike,2024-07-14,12:09:03.799350,completed,Arekere Place,Whitefield Square,28.0,RD4936910316988558,10.3,,,,
Auto,2024-06-21,15:37:12.799350,completed,Nagawara Complex,Sanjay Nagar Fork,17.0,RD1363070590648006,5.13,103.06,1.12,104.18,GPay
parcel,2024-07-17,12:14:38.799350,completed,HRBR Layout Close,Kasavanahalli Park,13.0,RD6606934503461748,2.65,,,,
bike lite,2024-08-08,16:56:46.799350,completed,Chikkagubbi Colony,Kudlu Terrace,18.0,RD3002211947138450,5.82,,,,
cab economy,2024-07-07,12:40:50.799350,completed,Koramangala Harbor,Koramangala 4th Block Zone,46.0,RD4013875840226713,18.22,389.44,0.14,389.58,Amazon Pay
parcel,24/06/2024,02:07:03.799350,completed,Kothnur Quadrant,Nelamangala Harbor,37.0,RD9893797998318751,7.18,136.91,9.49,146.4,GPay
bike,2024-07-11,01:38:52.799350,completed,VV Puram 1st Stage,BTM Layout Landing,39.0,RD9686970276582396,10.06,153.84,40.53,194.37,Amazon Pay
parcel,2024-07-13,05:56:24.799350,completed,koramangala,Ganganagar Close,16.0,RD0819736480044420,3.32,82.29,0.17,82.46,Amazon Pay
cab economy,2024-06-22,02:10:42.799350,completed,koramangala,Rachenahalli Lane,24.0,RD5885461090566713,6.34,,,,
bike,2024-07-03,20:16:35.799350,completed,Yelahanka Meadows,Kudlu Hills,23.0,RD1481923650697390,6.52,65.88,5.73,71.61,QR scan
bike,2024-07-12,19:16:16.799350,completed,Nayandahalli 6th Block,Ramamurthy Nagar Bay,24.0,RD6011512284171331,5.54,99.13,4.34,103.47,Amazon Pay
auto,2024-07-29,14:56:42.799350,completed,Chandra Layout Township,Dommasandra Quarters,37.0,RD0918520362723703,12.46,211.07,1.55,212.62,GPay
cab economy,2024-07-09,21:00:43.799350,completed,Nagwara Landing,Kaval Byrasandra Way,24.0,RD5095991724886142,7.55,202.31,3.23,205.54,GPay
cab economy,2024-07-19,00:25:11.799350,completed,Jakkasandra Passage,Thanisandra Pass,17.0,RD9454916446512212,10.61,307.24,4.5,311.74,Paytm
bike,2024-06-30,04:14:51.799350,completed,Kanaka Nagar Quarters,Koramangala 6th Block Arc,18.0,RD1712433654869139,5.88,,,,
bike,2024-06-29,06:23:27.799350,completed,Shivaji Nagar Colony,Pai Layout Layout,31.0,RD9511855809508879,10.16,98.42,1.29,99.71,Paytm
bike,2024-07-05,08:45:19.799350,completed,Nayandahalli Works,RT Nagar Sector,55.0,RD6632155491979261,11.74,153.68,1.4,155.08,Amazon Pay
BIKE,2024-06-28,13:53:55.799350,completed,Attibele Bay,Sarjapur Vista,28.0,RD5606874768867025,6.57,74.83,9.73,84.56,GPay
BIKE,2024-07-04,01:56:16.799350,completed,Ramamurthy Nagar Complex,Arekere Quadrant,16.0,RD3138025398238377,7.06,94.24,12.52,106.76,Amazon Pay
auto,2024-07-15,04:44:39.799350,completed,Chikkalasandra Way,Basaveshwaranagar Zone,20.0,RD8688314660413064,6.72,151.48,1.56,153.04,Paytm
bike lite,2024-08-15,15:30:17.799350,completed,Ramnagar Close,Sahakar Nagar Estate,6.0,RD2374546482504388,2.59,25.1,0.06,25.16,QR scan
parcel,2024-07-22,21:06:16.799350,completed,Koramangala 4th Block Farms,HRBR Layout Passage,12.0,RD8908231840926054,2.52,45.79,2.24,48.03,Paytm
auto,2024-07-01,04:19:11.799350,completed,Domlur Lane,Banashankari Heights,5.0,RD3122285329588826,4.1,115.97,5.14,121.11,QR scan
cab economy,2024-06-25,03:51:11.799350,cancelled,Banashankari Area,Anekal Garden,30.0,RD2675464778598043,10.84,,,,
bike lite,2024-07-24,01:51:15.799350,cancelled,Nagarbhavi Square,Munnekollal Pointe,23.0,RD7891491136689863,5.41,,,,
parcel,2024-07-23,16:55:10.799350,completed,Shivaji Nagar Quarry,Ramamurthy Nagar 2nd Stage,20.0,RD2605241006263923,5.91,,,,
bike lite,2024-06-24,03:41:15.799350,completed,Madivala Landing,Indiranagar Township,10.0,RD2986708876725268,4.89,50.6,23.73,74.33,GPay
Cab Economy,2024-07-13,16:45:58.799350,completed,Srirampura Commons,Hennur 1st Block,29.0,RD8499110173269651,13.86,,,,
bike lite,2024-07-31,03:51:36.799350,completed,Balagere Terrace,Yelahanka 3rd Block,33.0,RD9817424525257879,7.27,89.46,2.74,92.2,Amazon Pay
cab economy,2024-07-06,13:47:41.799350,completed,Amruthahalli Harbor,Hosur 5th Block,48.0,RD0576421909105117,17.39,371.34,5.13,376.47,Amazon Pay
bike,2024-06-29,03:06:49.799350,completed,BTM Layout 5th Stage,Basavanagudi Mews,13.0,RD0650117338310922,5.21,67.53,1.1,68.63,GPay
bike lite,2024-07-09,02:49:40.799350,completed,Kothnur Harbor,Kothnur Quay,9.0,RD4227274684116903,5.21,45.13,4.73,49.86,Paytm
bike,2024-07-19,15:04:01.799350,completed,Bellandur Outer Ring Road 4th Block,Thanisandra Road,60.0,RD5466053370080439,24.37,178.86,5.97,184.83,Amazon Pay
cab economy,2024-07-31,18:20:07.799350,completed,Koramangala ,MG Road Woods,34.0,RD6208375590541014,7.94,377.77,7.29,385.06,QR scan
bike lite,2024-06-30,23:14:37.799350,completed,Jakkur 4th Block,Vidyaranyapura Way,41.0,RD8391659485716545,11.26,129.0,31.81,160.81,QR scan
bike,2024-07-11,21:56:29.799350,completed,Hebbal Kempapura Area,Ramnagar Way,8.0,RD2214836068955491,1.09,29.8,5.56,35.36,GPay
parcel,2024-08-12,03:11:01.799350,completed,Hosur Sarjapur Road Layout Arcade,Nagasandra Sector,14.0,RD7963006998111378,4.77,79.36,3.6,82.96,GPay
parcel,2024-07-18,21:42:18.799350,completed,Bommanahalli Esplanade,Hoodi Quay,11.0,RD6528695807140622,3.6,54.16,7.23,61.39,Amazon Pay
bike lite,2024-06-19,15:00:07.799350,completed,Kaggalipura Trail,Balagere Woods,9.0,RD7969743913617633,2.5,28.13,28.12,56.25,QR scan
parcel,2024-06-26,09:08:12.799350,completed,Hennur Road Quarters,MG Road 6th Block,47.0,RD9583591008495985,10.28,148.73,26.73,175.46,
bike,2024-07-31,04:51:40.799350,completed,Kasavanahalli Alcove,Giri Nagar Trail,7.0,RD3066416853731621,2.85,46.76,1.06,47.82,Paytm
auto,2024-08-10,00:53:46.799350,completed,Chandra Layout Layout,Kothaguda Area,14.0,RD1551809133594489,4.15,125.29,13.26,138.55,Paytm
cab economy,2024-07-15,03:00:57.799350,completed,Koramangala 8th Block 2nd Block,Yelahanka Drive,10.0,RD3545838754182133,5.27,205.14,3.38,208.52,GPay
parcel,2024-07-22,20:08:37.799350,completed,Kadugodi Landing,Kothanur Track,13.0,RD8219965926455278,3.67,56.0,16.77,72.77,Amazon Pay
cab economy,2024-07-24,05:17:22.799350,cancelled,Frazer Town Area,Bikasipura Square,16.0,RD6656564245823308,5.12,,,,
auto,2024-07-29,20:43:39.799350,completed,Ramnagar Pass,Rajajinagar Township,9.0,RD3355908601769725,2.99,73.78,6.54,80.32,QR scan
auto,2024-07-25,06:37:02.799350,completed,Jayanagar Ridge,Anekal Track,5.0,RD2850700957043528,4.29,78.86,20.33,99.19,QR scan
auto,2024-07-29,10:45:50.799350,completed,Subramanyapura Alley,Rachenahalli 1st Stage,19.0,RD3022817221043162,5.27,151.86,2.58,154.44,GPay
bike lite,2024-08-06,23:45:24.799350,completed,Shivaji Nagar Circle,Hennur Landing,14.0,RD6740048506029052,5.91,68.87,4.33,73.2,Paytm
bike,2024-07-22,21:11:13.799350,cancelled,Vasanth Nagar 2nd Block,HRBR Layout Passage,15.0,RD9136612101505676,2.59,,,,
bike,2024-07-02,00:54:48.799350,completed,Bommasandra Esplanade,Koramangala 6th Block Quarters,63.0,RD8271528140773157,19.74,209.65,9.79,219.44,QR scan
bike,2024-06-26,12:17:52.799350,cancelled,Seshadripuram Place,Sonnenahalli Landing,15.0,RD3062784589897286,3.89,,,,
cab economy,2024-07-15,11:43:00.799350,completed,Yelahanka New Town Arc,Nandini Layout Pier,68.0,RD5027100231440440,20.74,513.21,7.61,520.82,QR scan
bike lite,2024-08-12,15:57:12.799350,completed,Chikkajala Cutting,Varthur Grove,19.0,RD7318907294915216,4.67,46.62,0.25,46.87,Amazon Pay
parcel,2024-07-24,20:18:20.799350,completed,Bagalur Quadrant,Kudlu Alley,32.0,RD3740640251417971,12.12,145.91,4.5,150.41,QR scan
bike,2024-08-08,12:50:26.799350,completed,Koramangala ,Rajarajeshwari Nagar Quay,5.0,RD7818349161854328,1.12,27.07,0.45,27.52,GPay
auto,2024-07-15,01:33:59.799350,completed,Arekere Cove,Ramnagar 1st Block,16.0,RD0939625427919845,6.31,184.7,2.44,187.14,QR scan
auto,2024-06-22,05:42:06.799350,completed,Attibele Cutting,Yelahanka New Town Dam,25.0,RD9695251728586305,9.07,191.43,24.57,216.0,GPay
auto,2024-07-28,10:29:53.799350,completed,Arekere Pass,Kalyan Nagar Pass,32.0,RD0886447122734927,6.86,200.47,6.43,206.9,
bike lite,2024-07-27,15:36:40.799350,completed,Vidyaranyapura Crescent,Doddanekundi Estate,6.0,RD1785907095156457,2.33,24.41,12.74,37.15,QR scan
cab economy,2024-08-06,17:26:28.799350,cancelled,BTM Layout Nagar,Chandra Layout Esplanade,19.0,RD0397885585196908,5.0,,,,
PARCEL,2024-07-10,06:36:45.799350,completed,Koramangala 6th Block Summit,Sarjapur Arc,16.0,RD9086462344146215,6.38,78.89,0.19,79.08,Paytm
auto,2024-08-16,15:49:32.799350,completed,Nagarbhavi Extension,Anekal Zone,8.0,RD9046157864137056,2.8,75.97,8.28,84.25,Amazon Pay
auto,2024-07-21,13:29:54.799350,completed,Srirampura Depot,Horamavu Fields,12.0,RD0162571556639447,1.62,60.95,16.36,77.31,Paytm
bike,2024-06-22,19:07:01.799350,completed,Banerghatta Road Alcove,Billekahalli Hills,16.0,RD4598542805597397,2.57,83.08,3.09,86.17,Paytm
bike,2024-07-01,01:30:08.799350,completed,Hosur Commons,Munnekollal Square,18.0,RD2392021858966073,6.7,90.82,0.96,91.78,Paytm
bike,2024-07-06,17:59:40.799350,completed,Banashankari Harbor,Chikkagubbi Square,28.0,RD5991308248264059,4.64,96.22,1.67,97.89,QR scan
cab economy,2024-07-21,01:02:22.799350,completed,Arekere Complex,Balagere Area,34.0,RD1224450902510042,16.44,468.73,24.91,493.64,Paytm
cab economy,2024-06-23,08:40:48.799350,completed,Tavarekere 6th Stage,Hulimavu Arcade,8.0,RD7138279713514537,2.57,149.44,4.01,153.45,Amazon Pay
auto,2024-08-01,06:53:01.799350,completed,Bhadrappa Layout Way,Kadugodi Complex,16.0,RD5990905331542586,4.01,105.65,8.98,114.63,QR scan
bike,2024-06-26,01:50:38.799350,completed,Bikasipura Zone,Seshadripuram Meadows,10.0,RD9562085779341056,4.23,69.24,1.11,70.35,QR scan
auto,2024-07-14,17:05:25.799350,completed,Kalyan Nagar Road,Koramangala Viewpoint,107.0,RD3488834881056528,22.79,765.23,0.53,765.76,GPay
parcel,2024-08-08,07:46:54.799350,completed,Dasarahalli Circle,Banashankari Side,5.0,RD7360249858133458,1.53,33.12,2.11,35.23,Amazon Pay
bike,2024-07-29,15:27:22.799350,completed,Basaveshwaranagar View,Kothnur Nagar,11.0,RD3429958024318798,5.24,48.69,1.69,50.38,Amazon Pay
bike,2024-07-06,18:04:52.799350,completed,Chokkanahalli Complex,Hennur Quarters,34.0,RD3800831562551900,10.1,175.55,15.52,191.07,Paytm
auto,2024-06-22,06:55:15.799350,completed,Chandra Layout Terrace,Ramnagar Meadows,15.0,RD0256303203406756,4.88,102.47,6.89,109.36,Paytm
bike,2024-07-25,07:10:50.799350,cancelled,Shivaji Nagar Fields,Benniganahalli Yard,16.0,RD7516421233976386,8.67,,,,
cab economy,2024-07-11,08:54:20.799350,completed,Tavarekere Commons,Attibele Zone,84.0,RD8379230350606653,13.14,573.97,1.54,575.51,GPay
auto,2024-07-23,23:16:58.799350,completed,koramangala,Adugodi Grove,21.0,RD9132671443901765,6.79,172.67,5.78,178.45,GPay
bike lite,2024-07-12,08:33:34.799350,cancelled,Bikasipura Area,Rajajinagar Promenade,35.0,RD4472604728316787,6.51,,,,
cab economy,2024-08-13,08:23:15.799350,completed,Ramamurthy Nagar 5th Block,Horamavu Banaswadi Meadows,52.0,RD5401637230934915,8.45,354.13,2.23,356.36,Paytm
bike,2024-07-21,19:20:50.799350,completed,RT Nagar 2nd Stage,Kundalahalli Alcove,17.0,RD5682144733288269,2.57,,,,
bike,2024-08-07,11:58:24.799350,completed,Kothanur Farms,Chikkagubbi District,18.0,RD7505531310238280,5.59,66.34,23.63,89.97,QR scan
parcel,2024-08-08,08:43:11.799350,completed,Hebbal Kempapura Road,Peenya Road,39.0,RD9022108447134624,6.71,102.4,33.84,136.24,
auto,2024-07-04,15:54:42.799350,completed,Ashok Nagar Mews,Horamavu Agara Passage,15.0,RD7935621693837188,2.43,,,,
bike,2024-06-24,02:25:37.799350,completed,Koramangala 7th Block Side,Thanisandra Cross,44.0,RD6220660800381213,13.45,,,,
bike,2024-08-09,15:00:35.799350,completed,Bommanahalli Pass,Nelamangala Quay,19.0,RD8520662981192194,5.28,,,,
cab economy,2024-06-25,01:24:38.799350,completed,Nagarbhavi Pier,Kaggalipura Place,30.0,RD4902616744062320,14.55,411.76,2.3,414.06,Amazon Pay
auto,2024-06-25,18:39:41.799350,completed,Peenya View,Bellandur 1st Block,21.0,RD8171134329869379,4.2,155.69,21.23,176.92,GPay
bike,2024-07-30,07:20:07.799350,completed,Koramangala 4th Block 3rd Block,Nelamangala 3rd Stage,14.0,RD1708222930705675,3.0,45.52,0.92,46.44,QR scan
bike,2024-07-07,17:28:08.799350,completed,Mahalakshmi Layout Circle,Koramangala 4th Block 2nd Block,14.0,RD2741468894408733,2.04,64.96,8.8,73.76,Paytm
