services,date,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method,timestamp,year,month,hour,day_of_week,is_weekend,peak_hour,time_slot,completed,source_cancel_rate,demand_zone,demand_intensity,service_cancel_rate,avg_speed_kmh,fare_per_km,distance_category,duration_category,fare_category
cab_economy,2024-07-09,completed,avalahalli square,madivala station,83,RD5644141479318743,14.46,451.86,9.67,461.53,amazon pay,2024-07-09 19:41:38,2024,7,19,1,0,1,evening_rush,1,0.1429,high_demand,0.99,0.1074,10.45,31.92,medium,long,premium
bike,2024-07-29,completed,dasarahalli quay,chikkajala pointe,7,RD8535340431778369,4.02,40.66,3.09,43.75,paytm,2024-07-29 22:46:16,2024,7,22,0,0,0,night,1,0.0,high_demand,1.01,0.1036,34.46,10.88,short,quick,budget
parcel,2024-07-18,completed,kengeri 4th stage,arekere fields,21,RD1945438441191665,2.48,67.55,16.5,84.05,gpay,2024-07-18 09:36:13,2024,7,9,3,0,1,morning_rush,1,0.2857,high_demand,1.03,0.1053,7.09,33.89,short,moderate,standard
bike_lite,2024-07-24,completed,koramangala 4th block cutting,bagalur zone,7,RD2951857589239435,1.16,20.82,5.52,26.34,qr scan,2024-07-24 00:20:41,2024,7,0,2,0,0,late_night,1,0.0,low_demand,0.98,0.0995,9.94,22.71,short,quick,budget
auto,2024-08-11,cancelled,sadashiva nagar close,doddakannelli side,15,RD4072107642816054,5.68,0.0,0.0,0.0,not_applicable,2024-08-11 15:11:21,2024,8,15,6,1,0,afternoon,0,0.2,medium_demand,1.0,0.1028,22.72,0.0,medium,quick,cancelled
parcel,2024-07-13,completed,koramangala 7th block 1st stage,koramangala 7th block quarters,25,RD7495359629074662,8.89,93.59,24.28,117.87,gpay,2024-07-13 11:36:47,2024,7,11,5,1,0,late_morning,1,0.0,medium_demand,1.05,0.1053,21.34,13.26,medium,moderate,standard
bike,2024-06-19,completed,rajajinagar enclave,doddaballapur square,22,RD7754779230640624,5.42,62.93,5.52,68.45,gpay,2024-06-19 03:28:00,2024,6,3,2,0,0,late_night,1,0.25,medium_demand,0.99,0.1036,14.78,12.63,medium,moderate,budget
parcel,2024-08-14,completed,chokkanahalli lane,kengeri 5th block,11,RD8840669762216427,3.03,77.55,2.44,79.99,qr scan,2024-08-14 09:03:22,2024,8,9,2,0,1,morning_rush,1,0.0,low_demand,1.03,0.1053,16.53,26.4,short,quick,standard
bike,2024-08-09,completed,anekal lane,mysore road pass,25,RD7333459172713351,3.37,100.4,16.92,117.32,qr scan,2024-08-09 19:38:03,2024,8,19,4,0,1,evening_rush,1,0.0,high_demand,0.99,0.1036,8.09,34.81,short,moderate,standard
bike_lite,2024-07-01,completed,kasavanahalli village,subramanyapura 2nd stage,14,RD6792134302585157,1.41,27.25,5.52,32.77,paytm,2024-07-01 20:23:37,2024,7,20,0,0,0,night,1,0.0,low_demand,1.0,0.0995,6.04,23.24,short,quick,budget
auto,2024-07-06,completed,bellandur outer ring road township,shivaji nagar farms,66,RD5945192821277022,20.88,513.61,0.42,514.03,amazon pay,2024-07-06 05:20:29,2024,7,5,5,1,0,late_night,1,0.0,high_demand,1.01,0.1028,18.98,24.62,long,long,premium
parcel,2024-07-09,completed,avalahalli bridge,vasanth nagar boulevard,69,RD5762192798195521,11.2,226.59,5.69,232.28,amazon pay,2024-07-09 09:06:03,2024,7,9,1,0,1,morning_rush,1,0.0,low_demand,1.03,0.1053,9.74,20.74,medium,long,premium
bike,2024-07-30,completed,madiwala boulevard,naganathapura 4th stage,6,RD4447565669024127,2.02,33.51,13.08,46.59,paytm,2024-07-30 14:03:43,2024,7,14,1,0,0,afternoon,1,0.0,low_demand,0.97,0.1036,20.2,23.06,short,quick,budget
auto,2024-06-19,completed,hoodi 1st block,electronic city hills,39,RD5253822106469623,11.09,212.43,1.67,214.1,amazon pay,2024-06-19 06:20:07,2024,6,6,2,0,0,morning_rush,1,0.0,medium_demand,1.0,0.1028,17.06,19.31,medium,long,premium
auto,2024-08-03,cancelled,gottigere zone,horamavu plaza,10,RD6321165966268148,3.83,0.0,0.0,0.0,not_applicable,2024-08-03 22:44:50,2024,8,22,5,1,0,night,0,0.4286,high_demand,1.01,0.1028,22.98,0.0,short,quick,cancelled
bike_lite,2024-07-18,completed,dr. shivaram karanth nagar bay,chandra layout run,8,RD6622339380413274,1.7,23.27,13.9,37.17,gpay,2024-07-18 06:49:31,2024,7,6,3,0,0,morning_rush,1,0.0,medium_demand,1.0,0.0995,12.75,21.86,short,quick,budget
bike,2024-07-19,completed,attibele meadows,seshadripuram heights,5,RD1390269064007821,1.92,31.67,2.28,33.95,qr scan,2024-07-19 15:24:46,2024,7,15,4,0,0,afternoon,1,0.2857,high_demand,1.0,0.1036,23.04,17.68,short,quick,budget
auto,2024-08-01,completed,whitefield terrace,jp nagar arcade,14,RD4270071382693142,1.57,81.51,2.62,84.13,paytm,2024-08-01 01:13:09,2024,8,1,3,0,0,late_night,1,0.0,low_demand,1.01,0.1028,6.73,53.59,short,quick,standard
cab_economy,2024-07-28,completed,sahakar nagar close,ashok nagar 1st block,29,RD6368413612733734,10.16,262.51,1.01,263.52,gpay,2024-07-28 07:05:45,2024,7,7,6,1,0,morning_rush,1,0.0,medium_demand,1.02,0.1074,21.02,25.94,medium,moderate,premium
parcel,2024-06-28,completed,kalyan nagar loop,vv puram hills,31,RD6684566364435719,7.31,95.16,5.52,100.68,gpay,2024-06-28 16:07:23,2024,6,16,4,0,0,evening_rush,1,0.0,high_demand,0.98,0.1053,14.15,13.77,medium,long,standard
parcel,2024-07-15,completed,mahalakshmi layout 5th block,billekahalli 1st stage,13,RD8892419040671343,5.74,75.15,5.07,80.22,gpay,2024-07-15 13:01:04,2024,7,13,0,0,0,afternoon,1,0.0,medium_demand,1.02,0.1053,26.49,13.98,medium,quick,standard
auto,2024-07-17,cancelled,dasarahalli pass,anekal quarters,37,RD2651257590936699,9.41,0.0,0.0,0.0,not_applicable,2024-07-17 10:12:00,2024,7,10,2,0,1,late_morning,0,0.5,low_demand,1.0,0.1028,15.26,0.0,medium,long,cancelled
auto,2024-08-09,completed,bikasipura 6th stage,bagalur grove,7,RD2646671070733116,5.57,105.04,1.38,106.42,paytm,2024-08-09 22:08:31,2024,8,22,4,0,0,night,1,0.25,medium_demand,1.01,0.1028,47.74,19.11,medium,quick,standard
bike,2024-08-14,completed,rachenahalli complex,banashankari 3rd stage,5,RD2810206549489836,2.36,30.37,5.52,35.89,qr scan,2024-08-14 16:48:02,2024,8,16,2,0,0,evening_rush,1,0.2,medium_demand,0.98,0.1036,28.32,15.21,short,quick,budget
bike,2024-07-20,completed,banashankari drive,vidyaranyapura meadows,33,RD4324889505172765,5.65,92.73,4.54,97.27,gpay,2024-07-20 19:28:27,2024,7,19,5,1,1,evening_rush,1,0.3333,low_demand,0.99,0.1036,10.27,17.22,medium,long,standard
bike,2024-08-09,completed,kengeri alley,arekere mews,31,RD9931089657450574,8.28,89.3,10.72,100.02,paytm,2024-08-09 12:39:50,2024,8,12,4,0,0,late_morning,1,0.5,low_demand,1.0,0.1036,16.03,12.08,medium,long,standard
parcel,2024-08-12,completed,ramnagar heights,avalahalli cross,16,RD4639264493183178,3.74,57.12,5.52,62.64,qr scan,2024-08-12 00:20:51,2024,8,0,0,0,0,late_night,1,0.0,low_demand,0.98,0.1053,14.02,16.75,short,moderate,budget
cab_economy,2024-07-31,completed,madivala enclave,bommanahalli place,29,RD7491054963525446,15.84,350.48,11.87,362.35,qr scan,2024-07-31 13:14:35,2024,7,13,2,0,0,afternoon,1,0.0,medium_demand,1.02,0.1074,32.77,22.88,long,moderate,premium
bike_lite,2024-07-02,completed,kudlu grove,doddakannelli close,15,RD9552968460812217,3.69,36.62,5.52,42.14,paytm,2024-07-02 22:28:30,2024,7,22,1,0,0,night,1,0.0,high_demand,1.01,0.0995,14.76,11.42,short,quick,budget
bike_lite,2024-07-31,completed,subramanyapura quarters,yelahanka boulevard,12,RD5880379951364474,2.69,30.24,5.52,35.76,gpay,2024-07-31 07:41:16,2024,7,7,2,0,0,morning_rush,1,0.2,medium_demand,1.02,0.0995,13.45,13.29,short,quick,budget
bike_lite,2024-07-18,completed,indiranagar loop,horamavu agara zone,15,RD6666623362841694,2.93,55.52,9.66,65.18,amazon pay,2024-07-18 08:15:42,2024,7,8,3,0,1,morning_rush,1,0.2,medium_demand,1.0,0.0995,11.72,22.25,short,quick,budget
bike,2024-07-05,completed,marathahalli enclave,banerghatta road landing,6,RD7906771579147457,2.07,38.98,0.24,39.22,gpay,2024-07-05 05:07:28,2024,7,5,4,0,0,late_night,1,0.3333,low_demand,1.01,0.1036,20.7,18.95,short,quick,budget
cab_economy,2024-07-19,completed,ramamurthy nagar promenade,sahakar nagar cross,17,RD7366690183469255,5.64,147.37,3.72,151.09,paytm,2024-07-19 11:36:49,2024,7,11,4,0,0,late_morning,1,0.5,high_demand,1.05,0.1074,19.91,26.79,medium,moderate,standard
parcel,2024-08-15,completed,kormangala,bhuvaneshwari nagar 6th stage,16,RD0604567271876085,5.7,79.56,5.79,85.35,gpay,2024-08-15 06:58:54,2024,8,6,3,0,0,morning_rush,1,0.0986,high_demand,1.0,0.1053,21.38,14.97,medium,moderate,standard
auto,2024-08-03,completed,bommanahalli layout,bikasipura viewpoint,40,RD9007971185794338,4.8,195.62,3.47,199.09,gpay,2024-08-03 17:28:41,2024,8,17,5,1,1,evening_rush,1,0.0,low_demand,1.0,0.1028,7.2,41.48,short,long,premium
parcel,2024-08-13,completed,kengeri alcove,kadubeesanahalli close,45,RD1534282148007666,12.79,145.16,0.77,145.93,amazon pay,2024-08-13 16:55:42,2024,8,16,1,0,0,evening_rush,1,0.3333,low_demand,0.98,0.1053,17.05,11.41,medium,long,standard
bike_lite,2024-08-05,completed,electronic city complex,hoodi road,6,RD7104719728898802,3.07,28.51,7.05,35.56,qr scan,2024-08-05 14:34:09,2024,8,14,0,0,0,afternoon,1,0.3333,low_demand,0.97,0.0995,30.7,11.58,short,quick,budget
parcel,2024-08-15,cancelled,koramangala 6th block station,anjanapura village,7,RD1537388814108478,1.11,0.0,0.0,0.0,not_applicable,2024-08-15 04:47:31,2024,8,4,3,0,0,late_night,0,0.1667,high_demand,1.0,0.1053,9.51,0.0,short,quick,cancelled
bike,2024-08-08,completed,kadugodi landing,kr puram quadrant,20,RD0034846138903497,6.04,58.8,13.17,71.97,paytm,2024-08-08 16:44:18,2024,8,16,3,0,0,evening_rush,1,0.0,medium_demand,0.98,0.1036,18.12,11.92,medium,moderate,budget
cab_economy,2024-07-20,completed,doddakannelli ridge,hennur road view,18,RD9866199826836103,6.92,194.79,2.26,197.05,paytm,2024-07-20 07:20:06,2024,7,7,5,1,0,morning_rush,1,0.0,high_demand,1.02,0.1074,23.07,28.48,medium,moderate,premium
auto,2024-08-04,completed,agrahara layout 3rd stage,hennur road passage,23,RD4855775344898483,5.49,136.45,1.82,138.27,paytm,2024-08-04 09:11:26,2024,8,9,6,1,1,morning_rush,1,0.0,low_demand,1.03,0.1028,14.32,25.19,medium,moderate,standard
bike,2024-07-25,completed,dr. shivaram karanth nagar complex,chikka banaswadi square,25,RD9015600208761764,5.81,62.47,9.19,71.66,paytm,2024-07-25 22:15:55,2024,7,22,3,0,0,night,1,0.0,high_demand,1.01,0.1036,13.94,12.33,medium,moderate,budget
cab_economy,2024-07-12,cancelled,kothnur depot,kothanur arcade,75,RD4491706910329527,17.09,0.0,0.0,0.0,not_applicable,2024-07-12 08:49:16,2024,7,8,4,0,1,morning_rush,0,0.6667,low_demand,1.0,0.1074,13.67,0.0,long,long,cancelled
cab_economy,2024-08-06,completed,jakkasandra alley,hrbr layout 2nd block,74,RD5178559165524429,19.14,786.74,7.86,794.6,amazon pay,2024-08-06 09:16:43,2024,8,9,1,0,1,morning_rush,1,0.0,low_demand,1.03,0.1074,15.52,41.52,long,long,premium
bike,2024-08-07,completed,kengeri meadows,arekere quay,33,RD1615139322882779,16.2,123.43,5.52,128.95,amazon pay,2024-08-07 23:56:41,2024,8,23,2,0,0,late_night,1,0.3333,low_demand,0.96,0.1036,29.45,7.96,long,long,standard
bike_lite,2024-06-23,completed,bikasipura promenade,bhuvaneshwari nagar court,35,RD9772922318310196,6.6,112.13,6.41,118.54,qr scan,2024-06-23 09:02:44,2024,6,9,6,1,1,morning_rush,1,0.0,low_demand,1.03,0.0995,11.31,17.96,medium,long,standard
parcel,2024-07-13,completed,attibele dam,byatarayanapura pointe,22,RD5970814683165102,1.95,64.07,2.74,66.81,gpay,2024-07-13 23:12:00,2024,7,23,5,1,0,late_night,1,0.2,medium_demand,0.96,0.1053,5.32,34.26,short,moderate,budget
bike_lite,2024-08-06,completed,koramangala esplanade,madivala commons,16,RD0921800885149885,5.84,46.93,0.51,47.44,amazon pay,2024-08-06 11:20:30,2024,8,11,1,0,0,late_morning,1,0.0,medium_demand,1.05,0.0995,21.9,8.12,medium,moderate,budget
auto,2024-08-15,completed,koramangala,kr puram quarry,9,RD1360785609813104,1.88,61.28,5.52,66.8,qr scan,2024-08-15 18:15:47,2024,8,18,3,0,1,evening_rush,1,0.1017,high_demand,1.0,0.1028,12.53,35.53,short,quick,budget
bike,2024-07-31,completed,vijayanagar place,koramangala 4th block run,69,RD8993971050266696,22.79,197.75,23.08,220.83,amazon pay,2024-07-31 14:57:13,2024,7,14,2,0,0,afternoon,1,0.0,high_demand,0.97,0.1036,19.82,9.69,long,long,premium
parcel,2024-07-27,completed,hebbal village,nayandahalli park,28,RD0010742001969179,14.05,218.38,2.22,220.6,qr scan,2024-07-27 23:54:56,2024,7,23,5,1,0,late_night,1,0.0,high_demand,0.96,0.1053,30.11,15.7,medium,moderate,premium
bike_lite,2024-06-24,completed,kadugodi fields,yeshwanthpur enclave,9,RD0706070159646754,2.86,37.09,7.52,44.61,qr scan,2024-06-24 04:12:14,2024,6,4,0,0,0,late_night,1,0.0,low_demand,1.0,0.0995,19.07,15.6,short,quick,budget
bike,2024-08-09,completed,nagarbhavi cutting,nagarbhavi bay,23,RD5522087712904774,9.42,120.98,0.83,121.81,amazon pay,2024-08-09 04:12:34,2024,8,4,4,0,0,late_night,1,0.0,medium_demand,1.0,0.1036,24.57,12.93,medium,moderate,standard
bike,2024-07-14,completed,chikkagubbi quadrant,gottigere cutting,18,RD2147114363775581,7.34,68.02,6.54,74.56,gpay,2024-07-14 11:13:40,2024,7,11,6,1,0,late_morning,1,0.0,high_demand,1.05,0.1036,24.47,10.16,medium,moderate,budget
cab_economy,2024-07-08,completed,nagawara viewpoint,munnekollal nagar,16,RD8870557986954650,4.85,147.51,1.27,148.78,gpay,2024-07-08 21:57:23,2024,7,21,0,0,0,night,1,0.0,low_demand,1.0,0.1074,18.19,30.68,short,moderate,standard
bike_lite,2024-07-19,completed,chokkanahalli complex,koramangala crescent,8,RD0678770335691645,3.06,30.08,4.06,34.14,qr scan,2024-07-19 12:01:09,2024,7,12,4,0,0,late_morning,1,0.0,medium_demand,1.0,0.0995,22.95,11.16,short,quick,budget
parcel,2024-07-13,cancelled,ganganagar 3rd block,koramangala 6th block 1st stage,11,RD2406217073357498,1.05,0.0,0.0,0.0,not_applicable,2024-07-13 21:52:35,2024,7,21,5,1,0,night,0,0.3333,high_demand,1.0,0.1053,5.73,0.0,short,quick,cancelled
auto,2024-08-01,completed,subbanna palya bridge,banaswadi sector,16,RD6440797973928154,6.61,196.43,12.94,209.37,paytm,2024-08-01 05:13:03,2024,8,5,3,0,0,late_night,1,0.25,medium_demand,1.01,0.1028,24.79,31.67,medium,moderate,premium
bike_lite,2024-07-11,completed,jayanagar square,bellandur outer ring road run,25,RD8800967271281091,2.19,53.01,0.36,53.37,qr scan,2024-07-11 10:10:09,2024,7,10,3,0,1,late_morning,1,0.25,medium_demand,1.0,0.0995,5.26,24.37,short,moderate,budget
bike,2024-08-09,cancelled,vasanth nagar garden,devarachikkanahalli boulevard,28,RD6761420971505561,6.51,0.0,0.0,0.0,not_applicable,2024-08-09 17:44:01,2024,8,17,4,0,1,evening_rush,0,0.3333,low_demand,1.0,0.1036,13.95,0.0,medium,moderate,cancelled
bike,2024-07-20,cancelled,avalahalli 1st stage,basaveshwaranagar 5th stage,7,RD1763186044948943,2.69,0.0,0.0,0.0,not_applicable,2024-07-20 23:08:52,2024,7,23,5,1,0,late_night,0,0.125,high_demand,0.96,0.1036,23.06,0.0,short,quick,cancelled
auto,2024-08-03,completed,vijayanagar landing,vv puram trail,18,RD3307445973046190,5.14,114.02,0.79,114.81,gpay,2024-08-03 20:26:33,2024,8,20,5,1,0,night,1,0.0,high_demand,1.0,0.1028,17.13,22.34,medium,moderate,standard
bike,2024-08-09,completed,ramamurthy nagar commons,btm 2nd stage square,5,RD4300981340108304,2.01,30.41,3.71,34.12,gpay,2024-08-09 07:08:44,2024,8,7,4,0,0,morning_rush,1,0.0,high_demand,1.02,0.1036,24.12,16.98,short,quick,budget
cab_economy,2024-06-21,completed,hennur bay,btm 2nd stage nagar,31,RD0139383291097951,6.98,214.14,4.09,218.23,paytm,2024-06-21 21:10:13,2024,6,21,4,0,0,night,1,0.2,medium_demand,1.0,0.1074,13.51,31.27,medium,long,premium
auto,2024-08-14,completed,dooravani nagar 2nd stage,banaswadi crescent,15,RD6169338875209762,4.53,101.35,4.32,105.67,paytm,2024-08-14 14:45:20,2024,8,14,2,0,0,afternoon,1,0.0,low_demand,0.97,0.1028,18.12,23.33,short,quick,standard
auto,2024-07-24,completed,nagwara viewpoint,bhadrappa layout drive,14,RD0331495379480161,6.32,160.77,8.28,169.05,amazon pay,2024-07-24 01:50:02,2024,7,1,2,0,0,late_night,1,0.0,low_demand,1.01,0.1028,27.09,26.75,medium,quick,premium
parcel,2024-07-04,completed,ramamurthy nagar passage,electronic city summit,10,RD2500570246748683,2.03,44.82,20.03,64.85,amazon pay,2024-07-04 20:11:48,2024,7,20,3,0,0,night,1,0.1111,high_demand,1.0,0.1053,12.18,31.95,short,quick,budget
parcel,2024-07-12,cancelled,arekere station,doddanekundi arc,25,RD8481053527507134,7.57,0.0,0.0,0.0,not_applicable,2024-07-12 02:33:10,2024,7,2,4,0,0,late_night,0,0.3333,high_demand,0.96,0.1053,18.17,0.0,medium,moderate,cancelled
bike,2024-06-28,completed,kaval byrasandra place,koramangala 6th block enclave,6,RD5245193772237492,1.51,28.03,5.52,33.55,qr scan,2024-06-28 01:12:39,2024,6,1,4,0,0,late_night,1,0.0,medium_demand,1.01,0.1036,15.1,22.22,short,quick,budget
bike,2024-07-05,completed,hrbr layout court,horamavu banaswadi cross,8,RD2055425975243307,5.0,59.22,3.3,62.52,amazon pay,2024-07-05 03:23:45,2024,7,3,4,0,0,late_night,1,0.0,low_demand,0.99,0.1036,37.5,12.5,short,quick,budget
parcel,2024-08-08,completed,vijayanagar harbor,ganganagar district,24,RD6417981428211945,6.07,84.18,2.09,86.27,qr scan,2024-08-08 16:12:01,2024,8,16,3,0,0,evening_rush,1,0.0,low_demand,0.98,0.1053,15.18,14.21,medium,moderate,standard
bike_lite,2024-07-30,completed,sadashiva nagar passage,yelahanka run,8,RD8913906816239915,3.0,27.26,1.15,28.41,paytm,2024-07-30 07:50:10,2024,7,7,1,0,0,morning_rush,1,0.0,medium_demand,1.02,0.0995,22.5,9.47,short,quick,budget
cab_economy,2024-07-17,completed,chikkagubbi woods,devarachikkanahalli station,14,RD9191381279702783,4.99,182.5,0.25,182.75,amazon pay,2024-07-17 23:13:10,2024,7,23,2,0,0,late_night,1,0.0,low_demand,0.96,0.1074,21.39,36.62,short,quick,premium
auto,2024-08-05,cancelled,kaggalipura lane,basaveshwaranagar valley,47,RD1657584215175333,16.67,0.0,0.0,0.0,not_applicable,2024-08-05 22:23:24,2024,8,22,0,0,0,night,0,0.3333,low_demand,1.01,0.1028,21.28,0.0,long,long,cancelled
parcel,2024-07-12,completed,kormangala,domlur promenade,12,RD9952567669794374,2.77,52.05,27.11,79.16,qr scan,2024-07-12 21:09:40,2024,7,21,4,0,0,night,1,0.0986,high_demand,1.0,0.1053,13.85,28.58,short,quick,standard
bike,2024-07-19,completed,hulimavu cove,bhadrappa layout arc,11,RD6586140790154537,2.65,54.3,0.47,54.77,amazon pay,2024-07-19 00:31:38,2024,7,0,4,0,0,late_night,1,0.1111,high_demand,0.98,0.1036,14.45,20.67,short,quick,budget
bike,2024-08-08,completed,shivaji nagar ridge,basaveshwaranagar area,10,RD5129539726200524,7.81,65.17,1.69,66.86,gpay,2024-08-08 20:39:12,2024,8,20,3,0,0,night,1,0.0,medium_demand,1.0,0.1036,46.86,8.56,medium,quick,budget
bike,2024-07-13,completed,bommanahalli depot,jakkasandra vista,11,RD8680608732624954,2.04,60.42,20.31,80.73,paytm,2024-07-13 08:39:22,2024,7,8,5,1,1,morning_rush,1,0.25,medium_demand,1.0,0.1036,11.13,39.57,short,quick,standard
auto,2024-07-08,completed,lingarajapuram track,electronic city close,16,RD8999281738091421,4.86,104.99,5.52,110.51,gpay,2024-07-08 22:02:04,2024,7,22,0,0,0,night,1,0.0,low_demand,1.01,0.1028,18.23,22.74,short,moderate,standard
auto,2024-07-23,cancelled,mahalakshmi layout 2nd stage,hulimavu 5th stage,37,RD5570093517296067,13.65,0.0,0.0,0.0,not_applicable,2024-07-23 05:15:34,2024,7,5,1,0,0,late_night,0,0.5,low_demand,1.01,0.1028,22.14,0.0,medium,long,cancelled
cab_economy,2024-08-06,completed,bellandur outer ring road enclave,madivala square,45,RD8475821653460484,15.78,364.57,5.52,370.09,amazon pay,2024-08-06 13:55:29,2024,8,13,1,0,0,afternoon,1,0.5,low_demand,1.02,0.1074,21.04,23.45,long,long,premium
bike,2024-08-13,completed,kormangala,kanakapura enclave,25,RD2992238673925264,5.35,79.98,12.19,92.17,amazon pay,2024-08-13 08:54:57,2024,8,8,1,0,1,morning_rush,1,0.0986,high_demand,1.0,0.1036,12.84,17.23,medium,moderate,standard
parcel,2024-07-22,completed,iti layout 1st block,vasanth nagar cross,27,RD2264201601813044,9.8,165.63,6.25,171.88,paytm,2024-07-22 00:42:01,2024,7,0,0,0,0,late_night,1,0.25,medium_demand,0.98,0.1053,21.78,17.54,medium,moderate,premium
bike,2024-08-15,completed,nayandahalli yard,hosur road quadrant,5,RD7402257125916820,2.63,36.26,4.71,40.97,amazon pay,2024-08-15 21:51:23,2024,8,21,3,0,0,night,1,0.1667,high_demand,1.0,0.1036,31.56,15.58,short,quick,budget
cab_economy,2024-07-04,completed,kothnur square,yelahanka 3rd stage,35,RD5633237948895403,11.62,279.49,5.52,285.01,paytm,2024-07-04 14:06:00,2024,7,14,3,0,0,afternoon,1,0.0,high_demand,0.97,0.1074,19.92,24.53,medium,long,premium
auto,2024-07-25,completed,dasarahalli ridge,ashok nagar ridge,17,RD2106918365838031,6.72,134.41,5.52,139.93,qr scan,2024-07-25 13:42:19,2024,7,13,3,0,0,afternoon,1,0.0,low_demand,1.02,0.1028,23.72,20.82,medium,moderate,standard
bike,2024-06-22,completed,attibele arcade,kr puram viewpoint,7,RD6556699256776903,1.71,55.31,11.17,66.48,gpay,2024-06-22 17:07:39,2024,6,17,5,1,1,evening_rush,1,0.0,low_demand,1.0,0.1036,14.66,38.88,short,quick,budget
bike,2024-07-30,completed,ganganagar extension,gottigere park,13,RD8325398710278398,2.54,53.76,8.12,61.88,gpay,2024-07-30 04:18:55,2024,7,4,1,0,0,late_night,1,0.0,high_demand,1.0,0.1036,11.72,24.36,short,quick,budget
bike,2024-07-13,completed,btm layout colony,basaveshwaranagar court,11,RD4975089537163017,2.85,42.95,14.14,57.09,amazon pay,2024-07-13 20:59:50,2024,7,20,5,1,0,night,1,0.25,medium_demand,1.0,0.1036,15.55,20.03,short,quick,budget
auto,2024-07-27,completed,sahakar nagar alley,koramangala 7th block promenade,64,RD2999182734820749,14.45,392.09,3.48,395.57,amazon pay,2024-07-27 10:05:34,2024,7,10,5,1,1,late_morning,1,0.0,medium_demand,1.0,0.1028,13.55,27.38,medium,long,premium
bike,2024-06-29,completed,whitefield landing,vijayanagar 4th block,25,RD3711165290681127,4.42,102.84,12.7,115.54,gpay,2024-06-29 18:36:33,2024,6,18,5,1,1,evening_rush,1,0.0,low_demand,1.0,0.1036,10.61,26.14,short,moderate,standard
bike,2024-07-15,completed,adugodi works,tavarekere trail,10,RD0122392071730000,2.94,61.56,8.05,69.61,amazon pay,2024-07-15 18:45:18,2024,7,18,0,0,1,evening_rush,1,0.0,low_demand,1.0,0.1036,17.64,23.68,short,quick,budget
bike,2024-07-23,completed,koramangala 6th block village,chikkalasandra esplanade,11,RD0061144629205287,2.34,50.08,1.38,51.46,gpay,2024-07-23 04:37:39,2024,7,4,1,0,0,late_night,1,0.0,high_demand,1.0,0.1036,12.76,21.99,short,quick,budget
parcel,2024-08-05,completed,arekere vista,btm 2nd stage 5th block,5,RD5765715787521160,1.51,36.12,37.64,73.76,gpay,2024-08-05 21:40:01,2024,8,21,0,0,0,night,1,0.3333,low_demand,1.0,0.1053,18.12,48.85,short,quick,budget
bike,2024-08-03,completed,banaswadi loop,hrbr layout 4th stage,18,RD5957525933202591,2.56,45.95,4.48,50.43,gpay,2024-08-03 15:56:10,2024,8,15,5,1,0,afternoon,1,0.0,high_demand,1.0,0.1036,8.53,19.7,short,moderate,budget
auto,2024-08-10,completed,nandini layout park,rajarajeshwari nagar depot,15,RD9471075404081033,5.82,125.04,0.41,125.45,amazon pay,2024-08-10 07:06:23,2024,8,7,5,1,0,morning_rush,1,0.0,medium_demand,1.02,0.1028,23.28,21.55,medium,quick,standard
bike,2024-06-26,completed,koramangala 8th block 1st block,kothanur township,6,RD9886051590476579,1.0,44.53,18.56,63.09,qr scan,2024-06-26 17:35:53,2024,6,17,2,0,1,evening_rush,1,0.0,low_demand,1.0,0.1036,10.0,63.09,short,quick,budget
parcel,2024-06-22,completed,kodigehalli passage,chikka banaswadi landing,95,RD2289057638632367,35.0,356.91,5.52,362.43,gpay,2024-06-22 02:48:27,2024,6,2,5,1,0,late_night,1,0.0,low_demand,0.96,0.1053,22.11,10.36,long,long,premium
bike,2024-08-05,completed,koramangala,arekere plaza,10,RD0748576916562237,3.44,56.34,1.84,58.18,amazon pay,2024-08-05 23:14:24,2024,8,23,0,0,0,late_night,1,0.1017,high_demand,0.96,0.1036,20.64,16.91,short,quick,budget
auto,2024-06-26,completed,electronic city garden,kalyan nagar layout,20,RD1605520992985994,3.43,146.8,12.65,159.45,qr scan,2024-06-26 08:18:04,2024,6,8,2,0,1,morning_rush,1,0.0,low_demand,1.0,0.1028,10.29,46.49,short,moderate,premium
parcel,2024-07-01,completed,agrahara layout cutting,bellandur place,26,RD5184896957371361,8.56,94.85,1.08,95.93,gpay,2024-07-01 15:23:01,2024,7,15,0,0,0,afternoon,1,0.0,low_demand,1.0,0.1053,19.75,11.21,medium,moderate,standard
bike,2024-07-18,completed,ramamurthy nagar enclave,horamavu fields,14,RD8068787737371998,4.59,79.23,35.43,114.66,amazon pay,2024-07-18 10:28:21,2024,7,10,3,0,1,late_morning,1,0.2857,high_demand,1.0,0.1036,19.67,24.98,short,quick,standard
bike,2024-06-26,completed,mahadevapura colony,subbanna palya vista,5,RD0204088748372799,3.34,44.26,0.13,44.39,qr scan,2024-06-26 01:28:59,2024,6,1,2,0,0,late_night,1,0.0,medium_demand,1.01,0.1036,40.08,13.29,short,quick,budget
parcel,2024-07-07,completed,pai layout grove,hoodi arc,27,RD6169838831506229,4.75,108.41,16.5,124.91,amazon pay,2024-07-07 18:00:45,2024,7,18,6,1,1,evening_rush,1,0.0,medium_demand,1.0,0.1053,10.56,26.3,short,moderate,standard
